date,home_team,away_team,home_goals,away_goals,tournament,city,country,neutral,outcome,actual_outcome,champion_pred,r4_pred,category,champion_p_away,champion_p_draw,champion_p_home,r4_p_away,r4_p_draw,r4_p_home
2021-05-25,Indonesia,Afghanistan,2,3,Friendly,Dubai,United Arab Emirates,True,2,2,0,2,C_Rescued_R4_Correct,0.4286976173170044,0.2543918132067693,0.3169105694762264,0.3314954871539667,0.26671530056861403,0.4017892122774193
2021-07-03,Cuba,French Guiana,0,3,Gold Cup qualification,Fort Lauderdale,United States,True,2,2,0,2,C_Rescued_R4_Correct,0.37643678121362045,0.28348338726614913,0.34007983152023047,0.32609031578234204,0.28917598499634795,0.38473369922131007
2021-07-06,Eswatini,Lesotho,3,1,COSAFA Cup,Port Elizabeth,South Africa,True,0,0,2,0,C_Rescued_R4_Correct,0.3493644060999247,0.27081660215661246,0.3798189917434629,0.3695770508755389,0.2654997739290403,0.36492317519542083
2021-07-20,Suriname,Guadeloupe,2,1,Gold Cup,Houston,United States,True,0,0,2,0,C_Rescued_R4_Correct,0.3635995908894833,0.2693351470123705,0.3670652620981463,0.4339380187791728,0.2518602289240828,0.3142017522967444
2021-09-02,Kyrgyzstan,Palestine,1,0,Three Nations Cup,Bishkek,Kyrgyzstan,False,0,0,2,0,C_Rescued_R4_Correct,0.3437792413643281,0.27382329618762863,0.3823974624480432,0.3970997361273699,0.28182791503917415,0.321072348833456
2021-09-07,Comoros,Burundi,1,0,Friendly,Moroni,Comoros,False,0,0,2,0,C_Rescued_R4_Correct,0.3384722861393714,0.28299953402438593,0.3785281798362427,0.3489036569303105,0.3082576615897081,0.3428386814799814
2021-11-12,Uruguay,Argentina,0,1,FIFA World Cup qualification,Montevideo,Uruguay,False,2,2,1,2,C_Rescued_R4_Correct,0.29501606411630904,0.3695091147595803,0.3354748211241107,0.2846402802394049,0.3270411813330934,0.38831853842750164
2021-11-12,United States,Mexico,2,0,FIFA World Cup qualification,Cincinnati,United States,False,0,0,1,0,C_Rescued_R4_Correct,0.3191010181810758,0.3476797826394814,0.3332191991794428,0.3913664092126996,0.3357179876173889,0.27291560316991154
2021-11-13,Bangladesh,Maldives,2,1,Mahinda Rajapaksa Cup,Colombo,Sri Lanka,True,0,0,2,0,C_Rescued_R4_Correct,0.36242846718898597,0.2654932278248087,0.37207830498620537,0.3766543694361861,0.2586491723934195,0.36469645817039437
2021-11-16,Venezuela,Peru,1,2,FIFA World Cup qualification,Caracas,Venezuela,False,2,2,0,2,C_Rescued_R4_Correct,0.3430849144528753,0.3219012512588522,0.33501383428827247,0.33171644594536054,0.2638419570259143,0.4044415970287253
2022-01-11,Nigeria,Egypt,1,0,African Cup of Nations,Garoua,Cameroon,True,0,0,2,0,C_Rescued_R4_Correct,0.3328695574686836,0.3270084953837023,0.34012194714761407,0.44147012413294073,0.3214470711277512,0.237082804739308
2022-02-01,Vietnam,China,3,1,FIFA World Cup qualification,Hanoi,Vietnam,False,0,0,2,0,C_Rescued_R4_Correct,0.3509909323452505,0.29257643622049484,0.3564326314342547,0.35011678578925415,0.30271734952563706,0.3471658646851089
2022-03-25,Andorra,Saint Kitts and Nevis,1,0,Friendly,Andorra la Vella,Andorra,False,0,0,2,0,C_Rescued_R4_Correct,0.2539275508884212,0.2690023365611489,0.4770701125504298,0.3686399969517587,0.2703811977974362,0.3609788052508051
2022-03-25,Egypt,Senegal,1,0,FIFA World Cup qualification,Cairo,Egypt,False,0,0,1,0,C_Rescued_R4_Correct,0.35582671823774575,0.4371785121023451,0.20699476965990898,0.4660920185499913,0.3236052940808838,0.2103026873691248
2022-05-22,Biafra,Matabeleland,0,1,CONIFA Africa Football Cup,Johannesburg,South Africa,True,2,2,0,2,C_Rescued_R4_Correct,0.44944836536518357,0.15389472917702293,0.3966569054577935,0.34057055021422716,0.15749306190202875,0.5019363878837441
2022-06-01,Scotland,Ukraine,1,3,FIFA World Cup qualification,Glasgow,Scotland,False,2,2,0,2,C_Rescued_R4_Correct,0.3961106940080188,0.31684495882811153,0.2870443471638696,0.34127923154632617,0.3101666387828355,0.34855412967083843
2022-06-02,Mexico,Uruguay,0,3,Friendly,Glendale,United States,True,2,2,1,2,C_Rescued_R4_Correct,0.32806784875682704,0.34724874055141003,0.324683410691763,0.35166641563641465,0.2575453441292371,0.39078824023434827
2022-06-02,Panama,Costa Rica,2,0,CONCACAF Nations League,Panama City,Panama,False,0,0,2,0,C_Rescued_R4_Correct,0.33398860923414253,0.3293827781628291,0.33662861260302834,0.3565445353021104,0.3540631537851832,0.2893923109127063
2022-06-06,Aruba,Saint Martin,3,0,CONCACAF Nations League,Willemstad,Curaçao,True,0,0,2,0,C_Rescued_R4_Correct,0.32934067027765174,0.22933452835310572,0.4413248013692425,0.4860741923225222,0.23299747951127722,0.2809283281662005
2022-06-08,Republic of Ireland,Ukraine,0,1,UEFA Nations League,Dublin,Republic of Ireland,False,2,2,0,2,C_Rescued_R4_Correct,0.36519277409571066,0.3207612523953622,0.3140459735089272,0.34107606924155653,0.31078576580083206,0.34813816495761146
2022-06-09,Malta,Estonia,1,2,UEFA Nations League,Ta' Qali,Malta,False,2,2,0,2,C_Rescued_R4_Correct,0.3823148058208,0.2791725347119044,0.33851265946729553,0.29961427365788523,0.269946209451246,0.43043951689086873
2022-06-13,Azerbaijan,Belarus,2,0,UEFA Nations League,Mardakan,Azerbaijan,False,0,0,2,0,C_Rescued_R4_Correct,0.36077260069403644,0.2670621565751675,0.37216524273079615,0.36129142279780935,0.2912975570913289,0.34741102011086183
2022-09-24,Mexico,Peru,1,0,Friendly,Pasadena,United States,True,0,0,1,0,C_Rescued_R4_Correct,0.34752990876259493,0.383122450154149,0.2693476410832561,0.35590865837830776,0.30585113260012975,0.33824020902156254
2022-09-27,Brunei,Laos,1,0,Friendly,Bandar Seri Begawan,Brunei,False,0,0,2,0,C_Rescued_R4_Correct,0.3234331914150054,0.27922843465191133,0.39733837393308336,0.43736365470438615,0.2527810078033803,0.3098553374922335
2022-11-16,Moldova,Azerbaijan,1,2,Friendly,Chișinău,Moldova,False,2,2,1,2,C_Rescued_R4_Correct,0.3289431689066167,0.34270714792355367,0.3283496831698297,0.311532999675723,0.34269121181476975,0.3457757885095073
2022-11-26,Tunisia,Australia,0,1,FIFA World Cup,Al Wakrah,Qatar,True,2,2,0,2,C_Rescued_R4_Correct,0.37604794838127725,0.31892981828893,0.3050222333297926,0.33518651221074675,0.32870616037501327,0.33610732741424
2023-03-24,Saudi Arabia,Venezuela,1,2,Friendly,Jeddah,Saudi Arabia,False,2,2,0,2,C_Rescued_R4_Correct,0.3637032789329851,0.31840567680025106,0.3178910442667638,0.3042079286006563,0.29610160711357053,0.399690464285773
2023-03-25,Thailand,Syria,1,3,Friendly,Dubai,United Arab Emirates,True,2,2,0,2,C_Rescued_R4_Correct,0.43597574158634717,0.2889718759583454,0.27505238245530733,0.267535582100286,0.26950056701386943,0.4629638508858445
2023-06-17,Djibouti,Pakistan,3,1,Mauritius Four Nations Cup,Saint Pierre,Mauritius,True,0,0,2,0,C_Rescued_R4_Correct,0.34582967981050633,0.23539349145042335,0.41877682873907024,0.41966713750114004,0.25723279909168745,0.3231000634071725
