team_a,team_b,lambda_a,lambda_b,prob_a_win,prob_draw,prob_b_win,most_likely_score,mode_prob
Tunisia,IR Iran,0.954,1.058,0.3086,0.3319,0.3594,0 - 0,0.1657
Tunisia,New Zealand,1.103,0.908,0.382,0.3308,0.2872,0 - 0,0.1658
Tunisia,Spain,0.694,1.307,0.1942,0.3163,0.4895,0 - 0,0.1673
Tunisia,Cabo Verde,1.022,0.929,0.354,0.3381,0.3079,0 - 0,0.1739
Tunisia,Saudi Arabia,0.955,1.03,0.3141,0.3348,0.3511,0 - 0,0.1693
Tunisia,Uruguay,0.867,1.109,0.274,0.3331,0.3928,0 - 0,0.1704
Tunisia,France,0.736,1.309,0.2058,0.3146,0.4796,0 - 0,0.1614
Tunisia,Senegal,0.865,1.215,0.2562,0.3206,0.4232,0 - 0,0.157
Tunisia,Iraq,0.963,1.032,0.3164,0.3339,0.3498,0 - 0,0.1679
Tunisia,Norway,0.898,1.173,0.2723,0.3235,0.4042,0 - 0,0.1582
Tunisia,Argentina,0.749,1.271,0.2148,0.3193,0.4659,0 - 0,0.1647
Tunisia,Algeria,0.923,1.096,0.2926,0.3303,0.3771,0 - 0,0.1647
Tunisia,Austria,0.874,1.047,0.2868,0.3402,0.373,0 - 0,0.1783
Tunisia,Jordan,0.966,1.021,0.3193,0.3347,0.346,0 - 0,0.1689
Tunisia,Portugal,0.737,1.249,0.2143,0.3228,0.4628,0 - 0,0.1692
Tunisia,Congo DR,0.991,1.052,0.3204,0.3292,0.3503,0 - 0,0.1616
Tunisia,Uzbekistan,1.045,0.921,0.3624,0.3362,0.3014,0 - 0,0.1718
Tunisia,Colombia,0.837,1.159,0.2571,0.3292,0.4137,0 - 0,0.1678
Tunisia,England,0.739,1.292,0.2091,0.3168,0.474,0 - 0,0.1632
Tunisia,Croatia,0.839,1.096,0.2679,0.337,0.3951,0 - 0,0.1762
Tunisia,Ghana,0.958,1.046,0.312,0.3329,0.3551,0 - 0,0.1667
Tunisia,Panama,0.9,1.014,0.3007,0.3416,0.3577,0 - 0,0.1791
Belgium,Egypt,1.085,0.871,0.385,0.3358,0.2792,0 - 0,0.1732
Belgium,IR Iran,1.148,0.874,0.4023,0.3281,0.2696,0 - 0,0.1644
Belgium,New Zealand,1.327,0.75,0.4808,0.3117,0.2074,0 - 0,0.1574
Belgium,Spain,0.835,1.079,0.2694,0.3393,0.3913,0 - 0,0.1792
Belgium,Cabo Verde,1.23,0.767,0.4502,0.324,0.2258,0 - 0,0.1677
Belgium,Saudi Arabia,1.149,0.851,0.4078,0.3295,0.2627,0 - 0,0.1673
Belgium,Uruguay,1.044,0.917,0.3629,0.3368,0.3003,0 - 0,0.1727
Belgium,France,0.886,1.082,0.2843,0.335,0.3807,0 - 0,0.1716
Belgium,Senegal,1.041,1.003,0.3444,0.3292,0.3263,0 - 0,0.1615
Belgium,Iraq,1.159,0.852,0.4105,0.3282,0.2613,0 - 0,0.1658
Belgium,Norway,1.08,0.969,0.3627,0.3283,0.3089,0 - 0,0.1609
Belgium,Argentina,0.901,1.05,0.2947,0.3374,0.3679,0 - 0,0.1739
Belgium,Algeria,1.11,0.906,0.3847,0.3301,0.2852,0 - 0,0.1651
Belgium,Austria,1.051,0.865,0.3762,0.3404,0.2834,0 - 0,0.1789
Belgium,Jordan,1.163,0.843,0.4136,0.3283,0.2582,0 - 0,0.1664
Belgium,Portugal,0.887,1.032,0.2935,0.3408,0.3657,0 - 0,0.1785
Belgium,Congo DR,1.192,0.869,0.4159,0.3231,0.261,0 - 0,0.1593
Belgium,Uzbekistan,1.257,0.761,0.4594,0.3206,0.22,0 - 0,0.1649
Belgium,Colombia,1.008,0.957,0.344,0.337,0.3191,0 - 0,0.172
Belgium,England,0.89,1.067,0.288,0.3364,0.3756,0 - 0,0.1731
Belgium,Croatia,1.009,0.905,0.3551,0.3417,0.3032,0 - 0,0.1791
Belgium,Ghana,1.152,0.864,0.4059,0.3282,0.2659,0 - 0,0.1651
Belgium,Panama,1.083,0.838,0.3916,0.3386,0.2698,0 - 0,0.1782
Egypt,IR Iran,1.024,0.972,0.3458,0.3339,0.3203,0 - 0,0.1679
Egypt,New Zealand,1.184,0.834,0.4216,0.3263,0.2522,0 - 0,0.1649
Egypt,Spain,0.745,1.2,0.2235,0.3292,0.4473,0 - 0,0.1749
Egypt,Cabo Verde,1.097,0.853,0.3923,0.3357,0.2719,0 - 0,0.1741
Egypt,Saudi Arabia,1.025,0.946,0.3513,0.3362,0.3125,0 - 0,0.1712
Egypt,Uruguay,0.931,1.019,0.3091,0.3382,0.3527,0 - 0,0.1741
Egypt,France,0.79,1.202,0.2365,0.3264,0.4371,0 - 0,0.1683
Egypt,Senegal,0.928,1.115,0.2909,0.3278,0.3813,0 - 0,0.1615
Egypt,Iraq,1.034,0.947,0.3537,0.3351,0.3112,0 - 0,0.1697
Egypt,Norway,0.963,1.077,0.308,0.3291,0.3629,0 - 0,0.162
Egypt,Argentina,0.804,1.167,0.246,0.3303,0.4237,0 - 0,0.1712
Egypt,Algeria,0.99,1.007,0.329,0.3338,0.3371,0 - 0,0.1676
Egypt,Austria,0.937,0.961,0.3221,0.3439,0.334,0 - 0,0.1814
Egypt,Jordan,1.037,0.938,0.3567,0.3356,0.3077,0 - 0,0.1706
Egypt,Portugal,0.791,1.147,0.2453,0.3337,0.421,0 - 0,0.1758
Egypt,Congo DR,1.063,0.967,0.3584,0.3303,0.3114,0 - 0,0.1633
Egypt,Uzbekistan,1.122,0.846,0.4011,0.3332,0.2657,0 - 0,0.1716
Egypt,Colombia,0.899,1.064,0.2913,0.336,0.3727,0 - 0,0.1723
Egypt,England,0.794,1.186,0.2399,0.3284,0.4317,0 - 0,0.17
Egypt,Croatia,0.9,1.006,0.3023,0.3425,0.3552,0 - 0,0.1802
Egypt,Ghana,1.028,0.961,0.3493,0.3345,0.3162,0 - 0,0.1688
Egypt,Panama,0.966,0.932,0.3367,0.3439,0.3194,0 - 0,0.1815
IR Iran,New Zealand,1.188,0.882,0.412,0.3227,0.2653,0 - 0,0.1582
IR Iran,Spain,0.747,1.269,0.2145,0.3196,0.4659,0 - 0,0.1652
IR Iran,Cabo Verde,1.101,0.902,0.3828,0.3315,0.2857,0 - 0,0.1669
IR Iran,Saudi Arabia,1.028,1.0,0.3414,0.3308,0.3278,0 - 0,0.1635
IR Iran,Uruguay,0.934,1.077,0.2994,0.3315,0.3691,0 - 0,0.1657
IR Iran,France,0.793,1.271,0.2271,0.3173,0.4556,0 - 0,0.1589
IR Iran,Senegal,0.932,1.179,0.2809,0.3204,0.3987,0 - 0,0.1531
IR Iran,Iraq,1.038,1.002,0.3439,0.3297,0.3264,0 - 0,0.1621
IR Iran,Norway,0.967,1.139,0.2979,0.3223,0.3798,0 - 0,0.1538
IR Iran,Argentina,0.807,1.234,0.2366,0.3215,0.4419,0 - 0,0.162
IR Iran,Algeria,0.994,1.065,0.3191,0.3277,0.3532,0 - 0,0.1596
IR Iran,Austria,0.941,1.016,0.3126,0.3376,0.3499,0 - 0,0.173
IR Iran,Jordan,1.041,0.991,0.3469,0.3303,0.3228,0 - 0,0.163
IR Iran,Portugal,0.794,1.213,0.236,0.3249,0.4391,0 - 0,0.1664
IR Iran,Congo DR,1.067,1.022,0.3483,0.325,0.3267,0 - 0,0.1558
IR Iran,Uzbekistan,1.126,0.895,0.3916,0.3292,0.2792,0 - 0,0.1646
IR Iran,Colombia,0.902,1.125,0.2816,0.3287,0.3898,0 - 0,0.1637
IR Iran,England,0.796,1.254,0.2306,0.3194,0.4501,0 - 0,0.1607
IR Iran,Croatia,0.904,1.064,0.2927,0.3356,0.3717,0 - 0,0.1716
IR Iran,Ghana,1.032,1.016,0.3394,0.329,0.3316,0 - 0,0.1611
IR Iran,Panama,0.97,0.985,0.3271,0.3381,0.3348,0 - 0,0.1734
New Zealand,Spain,0.642,1.467,0.161,0.2945,0.5445,0 - 1,0.1627
New Zealand,Cabo Verde,0.945,1.043,0.3089,0.3343,0.3568,0 - 0,0.1688
New Zealand,Saudi Arabia,0.883,1.157,0.2707,0.3264,0.4029,0 - 0,0.1621
New Zealand,Uruguay,0.802,1.246,0.2334,0.3202,0.4464,0 - 0,0.1611
New Zealand,France,0.681,1.47,0.171,0.2939,0.5352,0 - 1,0.1561
New Zealand,Senegal,0.8,1.364,0.2161,0.3053,0.4786,0 - 0,0.147
New Zealand,Iraq,0.891,1.158,0.2727,0.3256,0.4016,0 - 0,0.1608
New Zealand,Norway,0.83,1.317,0.231,0.31,0.459,0 - 0,0.149
New Zealand,Argentina,0.693,1.427,0.1792,0.2997,0.5212,0 - 1,0.1559
New Zealand,Algeria,0.853,1.231,0.2502,0.3193,0.4305,0 - 0,0.1564
New Zealand,Austria,0.808,1.175,0.2458,0.3289,0.4253,0 - 0,0.1695
New Zealand,Jordan,0.894,1.146,0.2756,0.3268,0.3976,0 - 0,0.162
New Zealand,Portugal,0.682,1.402,0.179,0.3032,0.5178,0 - 1,0.1587
New Zealand,Congo DR,0.916,1.182,0.2761,0.3212,0.4027,0 - 0,0.1548
New Zealand,Uzbekistan,0.967,1.034,0.3168,0.3333,0.3499,0 - 0,0.1671
New Zealand,Colombia,0.774,1.301,0.2177,0.3143,0.468,0 - 0,0.1576
New Zealand,England,0.684,1.45,0.174,0.2965,0.5295,0 - 1,0.1564
New Zealand,Croatia,0.776,1.23,0.2282,0.3235,0.4483,0 - 0,0.1665
New Zealand,Ghana,0.886,1.174,0.2686,0.3241,0.4074,0 - 0,0.1595
New Zealand,Panama,0.832,1.139,0.2588,0.332,0.4092,0 - 0,0.1711
Spain,Cabo Verde,1.36,0.656,0.5132,0.3097,0.1771,0 - 0,0.1653
Spain,Saudi Arabia,1.27,0.728,0.471,0.3203,0.2087,0 - 0,0.1677
Spain,Uruguay,1.154,0.784,0.4247,0.3333,0.242,0 - 0,0.1759
Spain,France,0.98,0.925,0.3421,0.3431,0.3147,0 - 0,0.1805
Spain,Senegal,1.151,0.858,0.4069,0.3288,0.2643,0 - 0,0.1661
Spain,Iraq,1.282,0.729,0.474,0.3186,0.2074,0 - 0,0.166
Spain,Norway,1.194,0.828,0.4259,0.3253,0.2488,0 - 0,0.1643
Spain,Argentina,0.997,0.897,0.353,0.3439,0.3031,0 - 0,0.182
Spain,Algeria,1.228,0.774,0.4479,0.3239,0.2282,0 - 0,0.167
Spain,Austria,1.162,0.739,0.4376,0.3348,0.2276,0 - 0,0.1811
Spain,Jordan,1.286,0.721,0.4769,0.3184,0.2047,0 - 0,0.1664
Spain,Portugal,0.98,0.882,0.3512,0.3473,0.3015,0 - 0,0.1868
Spain,Congo DR,1.318,0.743,0.4802,0.3131,0.2067,0 - 0,0.1594
Spain,Uzbekistan,1.39,0.651,0.5227,0.3053,0.172,1 - 0,0.1643
Spain,Colombia,1.114,0.818,0.4052,0.3361,0.2587,0 - 0,0.1766
Spain,England,0.984,0.912,0.3459,0.3439,0.3102,0 - 0,0.1818
Spain,Croatia,1.116,0.774,0.416,0.339,0.245,0 - 0,0.1827
Spain,Ghana,1.274,0.739,0.4694,0.3193,0.2113,0 - 0,0.1656
Spain,Panama,1.198,0.717,0.4534,0.331,0.2156,0 - 0,0.1792
Cabo Verde,Saudi Arabia,0.903,1.072,0.2911,0.3347,0.3742,0 - 0,0.1707
Cabo Verde,Uruguay,0.82,1.155,0.2527,0.3308,0.4164,0 - 0,0.1707
Cabo Verde,France,0.696,1.363,0.1879,0.3084,0.5037,0 - 0,0.1597
Cabo Verde,Senegal,0.818,1.264,0.2353,0.3171,0.4476,0 - 0,0.1568
Cabo Verde,Iraq,0.911,1.073,0.2933,0.3339,0.3729,0 - 0,0.1693
Cabo Verde,Norway,0.849,1.22,0.2507,0.3209,0.4285,0 - 0,0.1584
Cabo Verde,Argentina,0.709,1.322,0.1964,0.3137,0.4899,0 - 0,0.1633
Cabo Verde,Algeria,0.873,1.141,0.2703,0.329,0.4007,0 - 0,0.1655
Cabo Verde,Austria,0.826,1.089,0.2652,0.3388,0.3961,0 - 0,0.179
Cabo Verde,Jordan,0.914,1.062,0.2961,0.3349,0.369,0 - 0,0.1704
Cabo Verde,Portugal,0.697,1.3,0.196,0.3173,0.4867,0 - 0,0.1678
Cabo Verde,Congo DR,0.937,1.095,0.2969,0.3293,0.3737,0 - 0,0.163
Cabo Verde,Uzbekistan,0.988,0.959,0.338,0.3388,0.3232,0 - 0,0.1745
Cabo Verde,Colombia,0.792,1.206,0.2365,0.3259,0.4376,0 - 0,0.1676
Cabo Verde,England,0.699,1.344,0.191,0.3109,0.4981,0 - 0,0.1617
Cabo Verde,Croatia,0.793,1.14,0.2471,0.3345,0.4185,0 - 0,0.1764
Cabo Verde,Ghana,0.906,1.088,0.289,0.3326,0.3784,0 - 0,0.168
Cabo Verde,Panama,0.851,1.056,0.2785,0.341,0.3805,0 - 0,0.1802
Saudi Arabia,Uruguay,0.91,1.078,0.2919,0.3334,0.3746,0 - 0,0.1689
Saudi Arabia,France,0.772,1.273,0.221,0.3181,0.4609,0 - 0,0.1615
Saudi Arabia,Senegal,0.907,1.181,0.2737,0.3219,0.4043,0 - 0,0.156
Saudi Arabia,Iraq,1.01,1.003,0.3357,0.3323,0.332,0 - 0,0.1655
Saudi Arabia,Norway,0.941,1.14,0.2904,0.3241,0.3855,0 - 0,0.1568
Saudi Arabia,Argentina,0.786,1.235,0.2304,0.3224,0.4472,0 - 0,0.1646
Saudi Arabia,Algeria,0.968,1.066,0.3113,0.3299,0.3588,0 - 0,0.1628
Saudi Arabia,Austria,0.916,1.017,0.305,0.3398,0.3553,0 - 0,0.1764
Saudi Arabia,Jordan,1.014,0.992,0.3387,0.333,0.3283,0 - 0,0.1665
Saudi Arabia,Portugal,0.773,1.214,0.2298,0.3259,0.4444,0 - 0,0.1691
Saudi Arabia,Congo DR,1.039,1.023,0.3401,0.3276,0.3323,0 - 0,0.1592
Saudi Arabia,Uzbekistan,1.096,0.895,0.3828,0.3325,0.2846,0 - 0,0.1684
Saudi Arabia,Colombia,0.878,1.126,0.2744,0.3303,0.3952,0 - 0,0.1667
Saudi Arabia,England,0.775,1.256,0.2244,0.3202,0.4554,0 - 0,0.1632
Saudi Arabia,Croatia,0.88,1.065,0.2855,0.3375,0.3771,0 - 0,0.1748
Saudi Arabia,Ghana,1.004,1.017,0.3313,0.3315,0.3372,0 - 0,0.1644
Saudi Arabia,Panama,0.944,0.986,0.3193,0.3405,0.3402,0 - 0,0.1769
Uruguay,France,0.832,1.156,0.2558,0.3299,0.4143,0 - 0,0.1689
Uruguay,Senegal,0.977,1.073,0.3128,0.3284,0.3589,0 - 0,0.1607
Uruguay,Iraq,1.088,0.911,0.3772,0.3322,0.2906,0 - 0,0.1673
Uruguay,Norway,1.014,1.035,0.3304,0.3288,0.3408,0 - 0,0.1608
Uruguay,Argentina,0.846,1.122,0.2657,0.3331,0.4011,0 - 0,0.1715
Uruguay,Algeria,1.042,0.968,0.3519,0.3323,0.3158,0 - 0,0.1658
Uruguay,Austria,0.987,0.924,0.3444,0.3424,0.3132,0 - 0,0.1796
Uruguay,Jordan,1.092,0.901,0.3802,0.3326,0.2872,0 - 0,0.1682
Uruguay,Portugal,0.832,1.103,0.2648,0.3366,0.3986,0 - 0,0.1762
Uruguay,Congo DR,1.119,0.929,0.3822,0.3273,0.2906,0 - 0,0.1609
Uruguay,Uzbekistan,1.181,0.813,0.4255,0.3279,0.2466,0 - 0,0.1681
Uruguay,Colombia,0.946,1.023,0.3128,0.3364,0.3508,0 - 0,0.1714
Uruguay,England,0.835,1.141,0.2594,0.3316,0.409,0 - 0,0.1705
Uruguay,Croatia,0.948,0.968,0.324,0.3422,0.3339,0 - 0,0.179
Uruguay,Ghana,1.082,0.924,0.3727,0.3319,0.2954,0 - 0,0.1665
Uruguay,Panama,1.017,0.896,0.3593,0.3417,0.299,0 - 0,0.1794
France,Senegal,1.153,0.911,0.3959,0.3248,0.2792,0 - 0,0.159
France,Iraq,1.284,0.773,0.4638,0.3165,0.2197,0 - 0,0.1598
France,Norway,1.197,0.879,0.4151,0.3219,0.263,0 - 0,0.1575
France,Argentina,0.999,0.952,0.3423,0.3383,0.3194,0 - 0,0.1739
France,Algeria,1.23,0.822,0.4374,0.3211,0.2414,0 - 0,0.1605
France,Austria,1.165,0.785,0.4276,0.3318,0.2407,0 - 0,0.1742
France,Jordan,1.288,0.765,0.4669,0.3163,0.2169,0 - 0,0.1603
France,Portugal,0.982,0.936,0.3407,0.3417,0.3176,0 - 0,0.1785
France,Congo DR,1.321,0.789,0.4699,0.3111,0.219,0 - 0,0.1534
France,Uzbekistan,1.393,0.691,0.5132,0.3043,0.1825,1 - 0,0.1576
France,Colombia,1.116,0.869,0.3946,0.3322,0.2732,0 - 0,0.1693
France,England,0.986,0.968,0.3352,0.3381,0.3266,0 - 0,0.1735
France,Croatia,1.118,0.821,0.4057,0.3354,0.2589,0 - 0,0.1755
France,Ghana,1.277,0.784,0.4592,0.317,0.2238,0 - 0,0.1594
France,Panama,1.2,0.761,0.4434,0.3284,0.2282,0 - 0,0.1727
Senegal,Iraq,1.191,0.909,0.4071,0.3206,0.2723,0 - 0,0.1545
Senegal,Norway,1.11,1.033,0.3583,0.32,0.3217,0 - 0,0.1494
Senegal,Argentina,0.927,1.119,0.2897,0.3275,0.3828,0 - 0,0.1613
Senegal,Algeria,1.141,0.966,0.3807,0.3221,0.2971,0 - 0,0.1537
Senegal,Austria,1.08,0.922,0.3725,0.3322,0.2952,0 - 0,0.167
Senegal,Jordan,1.195,0.899,0.4102,0.3208,0.269,0 - 0,0.1552
Senegal,Portugal,0.911,1.1,0.2886,0.3308,0.3805,0 - 0,0.1657
Senegal,Congo DR,1.225,0.927,0.4124,0.3157,0.272,0 - 0,0.1483
Senegal,Uzbekistan,1.292,0.811,0.457,0.3138,0.2292,0 - 0,0.1541
Senegal,Colombia,1.036,1.02,0.3396,0.3282,0.3323,0 - 0,0.1599
Senegal,England,0.914,1.138,0.283,0.3263,0.3907,0 - 0,0.1605
Senegal,Croatia,1.037,0.965,0.3511,0.3331,0.3158,0 - 0,0.1669
Senegal,Ghana,1.184,0.921,0.4024,0.3206,0.2771,0 - 0,0.1538
Senegal,Panama,1.113,0.894,0.3882,0.3307,0.2811,0 - 0,0.1664
Iraq,Norway,0.943,1.15,0.289,0.3229,0.3881,0 - 0,0.1554
Iraq,Argentina,0.787,1.246,0.229,0.3209,0.4501,0 - 0,0.1629
Iraq,Algeria,0.969,1.075,0.3099,0.3288,0.3613,0 - 0,0.1614
Iraq,Austria,0.917,1.027,0.3036,0.3386,0.3578,0 - 0,0.1749
Iraq,Jordan,1.015,1.001,0.3374,0.332,0.3307,0 - 0,0.1651
Iraq,Portugal,0.774,1.225,0.2284,0.3243,0.4472,0 - 0,0.1674
Iraq,Congo DR,1.041,1.032,0.3387,0.3266,0.3347,0 - 0,0.1578
Iraq,Uzbekistan,1.098,0.904,0.3815,0.3317,0.2868,0 - 0,0.1671
Iraq,Colombia,0.88,1.136,0.2731,0.329,0.3979,0 - 0,0.1651
Iraq,England,0.777,1.267,0.2231,0.3186,0.4583,0 - 0,0.1616
Iraq,Croatia,0.881,1.075,0.2841,0.3362,0.3797,0 - 0,0.1733
Iraq,Ghana,1.006,1.026,0.3299,0.3305,0.3396,0 - 0,0.163
Iraq,Panama,0.945,0.995,0.318,0.3394,0.3426,0 - 0,0.1754
Norway,Argentina,0.894,1.161,0.2733,0.3251,0.4017,0 - 0,0.16
Norway,Algeria,1.102,1.002,0.3621,0.3233,0.3146,0 - 0,0.1541
Norway,Austria,1.043,0.957,0.3544,0.3333,0.3123,0 - 0,0.1673
Norway,Jordan,1.154,0.933,0.3913,0.3232,0.2856,0 - 0,0.1561
Norway,Portugal,0.88,1.141,0.2723,0.3284,0.3992,0 - 0,0.1645
Norway,Congo DR,1.183,0.962,0.3932,0.318,0.2888,0 - 0,0.1492
Norway,Uzbekistan,1.248,0.842,0.4377,0.3179,0.2444,0 - 0,0.1558
Norway,Colombia,1.0,1.059,0.3219,0.3278,0.3504,0 - 0,0.1596
Norway,England,0.883,1.18,0.2667,0.3236,0.4097,0 - 0,0.1591
Norway,Croatia,1.001,1.001,0.3334,0.3333,0.3333,0 - 0,0.1669
Norway,Ghana,1.143,0.956,0.3835,0.3226,0.2939,0 - 0,0.1546
Norway,Panama,1.075,0.927,0.3698,0.3324,0.2978,0 - 0,0.167
Argentina,Algeria,1.194,0.836,0.4239,0.3249,0.2512,0 - 0,0.1633
Argentina,Austria,1.13,0.798,0.4143,0.3355,0.2502,0 - 0,0.1771
Argentina,Jordan,1.25,0.779,0.4531,0.3207,0.2261,0 - 0,0.1635
Argentina,Portugal,0.953,0.953,0.3286,0.3431,0.3283,0 - 0,0.1803
Argentina,Congo DR,1.282,0.803,0.456,0.3156,0.2284,0 - 0,0.1565
Argentina,Uzbekistan,1.352,0.703,0.4993,0.3097,0.1909,0 - 0,0.1603
Argentina,Colombia,1.083,0.884,0.3816,0.335,0.2834,0 - 0,0.1717
Argentina,England,0.957,0.985,0.3232,0.3394,0.3375,0 - 0,0.1752
Argentina,Croatia,1.085,0.836,0.3927,0.3385,0.2688,0 - 0,0.1782
Argentina,Ghana,1.239,0.798,0.4455,0.3213,0.2332,0 - 0,0.1625
Argentina,Panama,1.164,0.774,0.4301,0.3324,0.2375,0 - 0,0.1758
Algeria,Austria,0.975,0.983,0.3291,0.3377,0.3332,0 - 0,0.1729
Algeria,Jordan,1.079,0.959,0.3644,0.3293,0.3064,0 - 0,0.1623
Algeria,Portugal,0.823,1.173,0.2505,0.3283,0.4212,0 - 0,0.1678
Algeria,Congo DR,1.106,0.989,0.366,0.324,0.31,0 - 0,0.1551
Algeria,Uzbekistan,1.167,0.865,0.4097,0.3264,0.264,0 - 0,0.163
Algeria,Colombia,0.935,1.088,0.2975,0.3302,0.3722,0 - 0,0.1642
Algeria,England,0.825,1.214,0.245,0.323,0.432,0 - 0,0.1622
Algeria,Croatia,0.936,1.029,0.3088,0.3366,0.3546,0 - 0,0.1719
Algeria,Ghana,1.069,0.983,0.3568,0.3282,0.315,0 - 0,0.1605
Algeria,Panama,1.005,0.953,0.344,0.3377,0.3184,0 - 0,0.173
Austria,Jordan,1.03,0.908,0.3607,0.3391,0.3002,0 - 0,0.1758
Austria,Portugal,0.785,1.111,0.2494,0.3389,0.4117,0 - 0,0.1818
Austria,Congo DR,1.056,0.936,0.3625,0.3337,0.3038,0 - 0,0.1683
Austria,Uzbekistan,1.114,0.819,0.4049,0.3361,0.259,0 - 0,0.1765
Austria,Colombia,0.892,1.03,0.2955,0.3404,0.3641,0 - 0,0.1779
Austria,England,0.788,1.149,0.2441,0.3337,0.4222,0 - 0,0.1759
Austria,Croatia,0.894,0.974,0.3063,0.3468,0.3469,0 - 0,0.1859
Austria,Ghana,1.021,0.93,0.3533,0.3381,0.3086,0 - 0,0.1739
Austria,Panama,0.959,0.902,0.3406,0.3477,0.3117,0 - 0,0.1869
Jordan,Portugal,0.766,1.229,0.2256,0.3242,0.4502,0 - 0,0.168
Jordan,Congo DR,1.03,1.036,0.3349,0.3273,0.3378,0 - 0,0.1588
Jordan,Uzbekistan,1.086,0.906,0.3776,0.3328,0.2896,0 - 0,0.1682
Jordan,Colombia,0.87,1.14,0.2698,0.3292,0.401,0 - 0,0.1659
Jordan,England,0.769,1.271,0.2202,0.3184,0.4613,0 - 0,0.1621
Jordan,Croatia,0.872,1.078,0.2808,0.3365,0.3827,0 - 0,0.1741
Jordan,Ghana,0.995,1.029,0.3262,0.3311,0.3426,0 - 0,0.164
Jordan,Panama,0.936,0.998,0.3144,0.34,0.3455,0 - 0,0.1763
Portugal,Congo DR,1.26,0.79,0.4531,0.319,0.2279,0 - 0,0.1609
Portugal,Uzbekistan,1.329,0.691,0.4961,0.3133,0.1907,0 - 0,0.1647
Portugal,Colombia,1.065,0.869,0.3793,0.3384,0.2824,0 - 0,0.1763
Portugal,England,0.94,0.969,0.3214,0.3427,0.3359,0 - 0,0.1798
Portugal,Croatia,1.067,0.822,0.3903,0.342,0.2678,0 - 0,0.1829
Portugal,Ghana,1.218,0.785,0.4427,0.3247,0.2326,0 - 0,0.167
Portugal,Panama,1.145,0.761,0.4273,0.3359,0.2368,0 - 0,0.1804
Congo DR,Uzbekistan,1.12,0.929,0.3825,0.3272,0.2903,0 - 0,0.1608
Congo DR,Colombia,0.897,1.169,0.2729,0.324,0.4032,0 - 0,0.1587
Congo DR,England,0.792,1.303,0.2224,0.3133,0.4643,0 - 0,0.1551
Congo DR,Croatia,0.899,1.105,0.2841,0.3312,0.3847,0 - 0,0.1667
Congo DR,Ghana,1.026,1.055,0.3302,0.3258,0.344,0 - 0,0.1568
Congo DR,Panama,0.965,1.023,0.3183,0.3346,0.3471,0 - 0,0.1689
Uzbekistan,Colombia,0.785,1.233,0.2306,0.3227,0.4467,0 - 0,0.1649
Uzbekistan,England,0.694,1.375,0.1856,0.3068,0.5076,0 - 0,0.1586
Uzbekistan,Croatia,0.787,1.166,0.2411,0.3315,0.4275,0 - 0,0.1737
Uzbekistan,Ghana,0.898,1.113,0.2825,0.3304,0.3871,0 - 0,0.1658
Uzbekistan,Panama,0.844,1.08,0.2723,0.3386,0.3892,0 - 0,0.1778
Colombia,England,0.872,1.101,0.2769,0.3337,0.3894,0 - 0,0.1708
Colombia,Croatia,0.99,0.934,0.3432,0.3411,0.3156,0 - 0,0.1778
Colombia,Ghana,1.13,0.892,0.3933,0.3289,0.2778,0 - 0,0.1644
Colombia,Panama,1.062,0.865,0.3794,0.3391,0.2816,0 - 0,0.1773
England,Croatia,1.103,0.825,0.4005,0.3371,0.2624,0 - 0,0.1772
England,Ghana,1.26,0.787,0.4537,0.3191,0.2272,0 - 0,0.1612
England,Panama,1.184,0.764,0.438,0.3304,0.2316,0 - 0,0.1745
Croatia,Ghana,1.068,0.893,0.3752,0.3359,0.2889,0 - 0,0.1724
Croatia,Panama,1.004,0.866,0.3617,0.3459,0.2924,0 - 0,0.1855
Ghana,Panama,0.959,0.989,0.323,0.3388,0.3382,0 - 0,0.1744
